row_id,day_hour,client_ip,no_get,no_post,no_head
2129,01/24/2019 01,157.55.75.255,3,2,2
2130,01/24/2019 01,178.253.33.97,6,5,5
2131,01/24/2019 01,54.36.148.207,1,1,1
2132,01/24/2019 01,91.99.72.61,15,16,16
2133,01/24/2019 01,2.185.221.125,1,1,1
2134,01/24/2019 01,5.209.209.255,19,19,19
2135,01/24/2019 01,54.36.149.138,0,1,1
2136,01/24/2019 01,2.177.12.186,17,17,17
2137,01/24/2019 01,54.36.149.116,1,1,1
2138,01/24/2019 01,5.112.97.255,2,2,1
2139,01/24/2019 01,54.36.149.109,1,1,1
2140,01/24/2019 01,54.36.148.64,1,1,0
2141,01/24/2019 01,173.249.54.113,5,6,6
2142,01/24/2019 01,31.56.96.97,21,20,21
2143,01/24/2019 01,207.46.13.161,7,6,7
2144,01/24/2019 01,54.36.148.63,1,1,1
2145,01/24/2019 01,66.249.64.112,1,1,1
2146,01/24/2019 01,54.36.171.255,1,1,0
2147,01/24/2019 01,66.111.94.255,38,36,38
2148,01/24/2019 01,2.179.141.144,6,6,6
2149,01/24/2019 01,66.249.66.240,28,29,30
2150,01/24/2019 01,40.77.167.175,10,10,10
2151,01/24/2019 01,34.247.132.99,1,1,1
2152,01/24/2019 01,5.160.157.66,2,2,2
2153,01/24/2019 01,17.58.102.89,3,3,2
2154,01/24/2019 01,5.78.180.121,0,1,1
2155,01/24/2019 01,66.249.66.137,17,18,20
2156,01/24/2019 01,54.36.148.163,1,1,1
2157,01/24/2019 01,89.199.235.255,1,1,1
2158,01/24/2019 01,5.78.198.98,16,14,16
2159,01/24/2019 01,54.36.149.104,1,1,1
2160,01/24/2019 01,204.18.237.255,10,10,9
2161,01/24/2019 02,91.99.72.62,15,16,16
2162,01/24/2019 02,157.55.76.255,3,3,3
2163,01/24/2019 02,5.160.157.67,2,1,2
2164,01/24/2019 02,54.36.149.105,1,1,1
2165,01/24/2019 02,51.15.15.101,2,2,2
2166,01/24/2019 02,5.78.180.122,1,1,1
2167,01/24/2019 02,5.112.98.255,2,2,2
2168,01/24/2019 02,5.62.247.255,1,1,1
2169,01/24/2019 02,66.249.64.113,1,1,1
2170,01/24/2019 02,66.249.66.138,18,18,19
2171,01/24/2019 02,54.36.148.208,1,1,1
2172,01/24/2019 02,54.36.149.82,1,1,1
2173,01/24/2019 02,2.185.221.126,1,1,0
2174,01/24/2019 02,89.199.236.255,1,1,1
2175,01/24/2019 02,54.36.148.57,1,1,1
2176,01/24/2019 02,104.194.24.80,1,1,1
2177,01/24/2019 02,54.36.148.65,1,1,1
2178,01/24/2019 02,66.249.66.241,30,29,28
2179,01/24/2019 02,204.18.238.255,10,10,9
2180,01/24/2019 02,207.46.13.162,6,7,7
2181,01/24/2019 02,2.179.141.145,6,6,5
2182,01/24/2019 02,54.36.149.117,1,1,1
2183,01/24/2019 02,5.78.198.99,15,13,16
2184,01/24/2019 02,40.77.167.176,10,9,9
2185,01/24/2019 02,54.36.149.139,1,1,1
2186,01/24/2019 02,54.36.149.88,1,0,1
2187,01/24/2019 02,173.249.54.114,6,6,6
2188,01/24/2019 02,207.46.13.183,10,11,11
2189,01/24/2019 02,66.111.95.255,34,37,35
2190,01/24/2019 02,2.177.12.187,16,17,17
2191,01/24/2019 02,178.253.33.98,6,5,6
2192,01/24/2019 02,5.209.210.255,19,19,21
2193,01/24/2019 02,54.36.172.255,1,1,1
2194,01/24/2019 02,46.224.77.79,4,4,4
2195,01/24/2019 02,17.58.102.90,3,2,2
2196,01/24/2019 02,54.36.149.64,1,0,1
2197,01/24/2019 02,5.211.97.86,35,36,33
2198,01/24/2019 02,207.46.13.151,6,6,6
2199,01/24/2019 02,31.56.96.98,19,20,19
2200,01/24/2019 02,54.36.148.164,1,1,0
2201,01/24/2019 02,34.247.132.100,1,1,1
2202,01/24/2019 02,54.36.149.110,1,1,1
2203,01/24/2019 02,54.36.148.79,1,1,1
2204,01/24/2019 02,172.20.2.221,1,1,1
2205,01/24/2019 02,54.36.148.134,1,1,1
2206,01/24/2019 02,54.36.148.64,1,1,1
2207,01/24/2019 03,54.36.149.140,1,1,1
2208,01/24/2019 03,207.46.13.152,6,6,5
2209,01/24/2019 03,54.36.149.118,1,0,1
2210,01/24/2019 03,5.160.157.68,2,2,2
2211,01/24/2019 03,2.179.141.146,5,6,6
2212,01/24/2019 03,66.249.66.242,27,30,30
2213,01/24/2019 03,54.36.149.106,1,1,1
2214,01/24/2019 03,54.36.148.58,1,0,1
2215,01/24/2019 03,89.199.237.255,1,1,1
2216,01/24/2019 03,5.62.248.255,1,1,1
2217,01/24/2019 03,5.209.211.255,20,21,21
2218,01/24/2019 03,5.78.198.100,16,15,15
2219,01/24/2019 03,5.112.99.255,2,2,2
2220,01/24/2019 03,204.18.239.255,9,9,10
2221,01/24/2019 03,54.36.148.66,0,1,1
2222,01/24/2019 03,178.253.33.99,6,5,5
2223,01/24/2019 03,54.36.148.80,1,1,1
2224,01/24/2019 03,54.36.148.165,1,1,1
2225,01/24/2019 03,207.46.13.163,7,7,7
2226,01/24/2019 03,2.177.12.188,15,17,17
2227,01/24/2019 03,51.15.15.102,2,2,2
2228,01/24/2019 03,172.20.2.222,1,1,1
2229,01/24/2019 03,17.58.102.91,2,3,3
2230,01/24/2019 03,34.247.132.101,1,1,1
2231,01/24/2019 03,40.77.167.177,10,10,10
2232,01/24/2019 03,5.78.180.123,1,1,1
2233,01/24/2019 03,2.185.221.127,1,1,1
2234,01/24/2019 03,54.36.148.65,1,1,1
2235,01/24/2019 03,173.249.54.115,6,5,5
2236,01/24/2019 03,31.56.96.99,22,22,21
2237,01/24/2019 03,66.111.96.255,35,37,37
2238,01/24/2019 03,54.36.148.209,1,1,1
2239,01/24/2019 03,207.46.13.184,11,11,9
2240,01/24/2019 03,104.194.24.81,1,1,1
2241,01/24/2019 03,157.55.77.255,2,3,3
2242,01/24/2019 03,54.36.173.255,1,1,1
2243,01/24/2019 03,54.36.149.89,1,1,1
2244,01/24/2019 03,54.36.148.135,1,1,1
2245,01/24/2019 03,91.99.72.63,14,16,15
2246,01/24/2019 03,54.36.149.83,1,1,1
2247,01/24/2019 03,66.249.66.139,20,19,20
2248,01/24/2019 03,54.36.149.111,1,1,1
2249,01/24/2019 03,66.249.64.114,1,1,1
2250,01/24/2019 03,54.36.149.65,1,1,1
2251,01/24/2019 03,5.211.97.87,33,35,33
2252,01/24/2019 03,46.224.77.80,4,4,4
2253,01/24/2019 04,207.46.13.153,5,6,6
2254,01/24/2019 04,5.211.97.88,35,34,35
2255,01/24/2019 04,34.247.132.102,1,1,1
2256,01/24/2019 04,46.224.77.81,4,4,3
2257,01/24/2019 04,2.185.221.128,1,1,1
2258,01/24/2019 04,66.111.97.255,36,36,37
2259,01/24/2019 04,5.62.249.255,1,1,1
2260,01/24/2019 04,54.36.148.66,1,1,1
2261,01/24/2019 04,54.36.149.119,1,1,1
2262,01/24/2019 04,54.36.149.112,1,1,1
2263,01/24/2019 04,91.99.72.64,16,15,13
2264,01/24/2019 04,2.179.141.147,6,6,6
2265,01/24/2019 04,5.78.198.101,14,15,15
2266,01/24/2019 04,54.36.149.90,1,1,1
2267,01/24/2019 04,66.249.64.115,1,1,1
2268,01/24/2019 04,66.249.66.140,20,19,20
2269,01/24/2019 04,178.253.33.100,5,6,6
2270,01/24/2019 04,54.36.149.141,1,1,1
2271,01/24/2019 04,54.36.149.107,0,1,1
2272,01/24/2019 04,172.20.2.223,1,0,1
2273,01/24/2019 04,89.199.238.255,1,1,1
2274,01/24/2019 04,54.36.148.67,1,0,1
2275,01/24/2019 04,40.77.167.178,10,10,9
2276,01/24/2019 04,207.46.13.185,11,10,11
2277,01/24/2019 04,54.36.148.81,1,1,1
2278,01/24/2019 04,157.55.78.255,3,2,3
2279,01/24/2019 04,54.36.149.66,1,1,1
2280,01/24/2019 04,54.36.174.255,1,1,1
2281,01/24/2019 04,54.36.148.166,1,1,1
2282,01/24/2019 04,5.160.157.69,2,2,2
2283,01/24/2019 04,31.56.96.100,22,20,21
2284,01/24/2019 04,5.209.212.255,21,20,20
2285,01/24/2019 04,104.194.24.82,1,1,1
2286,01/24/2019 04,5.78.180.124,1,1,1
2287,01/24/2019 04,2.177.12.189,17,17,17
2288,01/24/2019 04,17.58.102.92,3,3,3
2289,01/24/2019 04,66.249.66.243,29,30,31
2290,01/24/2019 04,54.36.148.59,1,1,1
2291,01/24/2019 04,5.112.100.255,2,2,1
2292,01/24/2019 04,173.249.54.116,5,6,6
2293,01/24/2019 04,54.36.149.84,1,1,1
2294,01/24/2019 04,51.15.15.103,2,2,2
2295,01/24/2019 04,204.18.240.255,10,10,9
2296,01/24/2019 04,207.46.13.164,6,7,7
2297,01/24/2019 04,54.36.148.210,1,1,1
2298,01/24/2019 04,54.36.148.136,1,1,1
2299,01/24/2019 05,89.199.239.255,1,1,0
2300,01/24/2019 05,5.211.97.89,35,34,35
2301,01/24/2019 05,2.185.221.129,1,1,1
2302,01/24/2019 05,91.99.72.65,16,16,16
2303,01/24/2019 05,5.112.101.255,2,2,2
2304,01/24/2019 05,66.249.66.141,20,20,19
2305,01/24/2019 05,54.36.148.60,1,0,1
2306,01/24/2019 05,54.36.149.113,1,1,1
2307,01/24/2019 05,2.177.12.190,16,17,18
2308,01/24/2019 05,207.46.13.186,10,10,10
2309,01/24/2019 05,54.36.149.108,1,0,1
2310,01/24/2019 05,66.249.64.116,1,0,1
2311,01/24/2019 05,51.15.15.104,2,2,2
2312,01/24/2019 05,31.56.96.101,21,22,20
2313,01/24/2019 05,5.62.250.255,1,1,1
2314,01/24/2019 05,54.36.148.167,1,1,1
2315,01/24/2019 05,2.179.141.148,6,6,5
2316,01/24/2019 05,54.36.148.82,1,1,1
2317,01/24/2019 05,5.78.180.125,0,1,1
2318,01/24/2019 05,5.209.213.255,21,19,20
2319,01/24/2019 05,34.247.132.103,1,1,1
2320,01/24/2019 05,54.36.175.255,1,1,1
2321,01/24/2019 05,54.36.148.211,1,1,1
2322,01/24/2019 05,66.111.98.255,36,36,33
2323,01/24/2019 05,54.36.148.137,1,1,1
2324,01/24/2019 05,172.20.2.224,1,1,1
2325,01/24/2019 05,46.224.77.82,4,4,4
2326,01/24/2019 05,54.36.149.91,1,1,1
2327,01/24/2019 05,54.36.148.67,1,1,1
2328,01/24/2019 05,66.249.66.244,31,31,30
2329,01/24/2019 05,54.36.148.68,1,0,1
2330,01/24/2019 05,54.36.149.120,1,1,1
2331,01/24/2019 05,157.55.79.255,3,2,3
2332,01/24/2019 05,207.46.13.165,7,6,7
2333,01/24/2019 05,54.36.149.85,1,1,1
2334,01/24/2019 05,40.77.167.179,10,10,10
2335,01/24/2019 05,178.253.33.101,6,6,6
2336,01/24/2019 05,204.18.241.255,8,10,9
2337,01/24/2019 05,173.249.54.117,6,6,6
2338,01/24/2019 05,17.58.102.93,3,3,2
2339,01/24/2019 05,5.160.157.70,2,2,2
2340,01/24/2019 05,54.36.149.142,1,1,1
2341,01/24/2019 05,5.78.198.102,15,15,16
2342,01/24/2019 05,104.194.24.83,1,1,1
2343,01/24/2019 05,207.46.13.154,6,5,6
2344,01/24/2019 05,54.36.149.67,0,0,1
2345,01/24/2019 06,54.36.149.86,1,1,1
2346,01/24/2019 06,5.78.198.103,16,15,16
2347,01/24/2019 06,54.36.149.121,1,1,0
2348,01/24/2019 06,54.36.149.92,1,1,1
2349,01/24/2019 06,178.253.33.102,6,6,6
2350,01/24/2019 06,173.249.54.118,6,5,5
2351,01/24/2019 06,54.36.148.83,1,1,1
2352,01/24/2019 06,5.62.251.255,1,1,1
2353,01/24/2019 06,2.179.141.149,5,6,6
2354,01/24/2019 06,54.36.149.143,0,1,1
2355,01/24/2019 06,54.36.148.138,1,1,1
2356,01/24/2019 06,207.46.13.155,6,5,6
2357,01/24/2019 06,89.199.240.255,1,1,1
2358,01/24/2019 06,5.78.180.126,0,1,1
2359,01/24/2019 06,5.209.214.255,21,21,20
2360,01/24/2019 06,46.224.77.83,4,4,4
2361,01/24/2019 06,172.20.2.225,1,1,1
2362,01/24/2019 06,54.36.148.212,1,1,1
2363,01/24/2019 06,204.18.242.255,9,10,10
2364,01/24/2019 06,40.77.167.180,9,10,10
2365,01/24/2019 06,54.36.149.109,1,1,1
2366,01/24/2019 06,31.56.96.102,20,21,18
2367,01/24/2019 06,54.36.148.61,0,1,1
2368,01/24/2019 06,66.111.99.255,36,36,37
2369,01/24/2019 06,5.211.97.90,35,35,35
2370,01/24/2019 06,157.55.80.255,3,3,3
2371,01/24/2019 06,66.249.66.142,18,18,18
2372,01/24/2019 06,66.249.64.117,0,1,1
2373,01/24/2019 06,5.112.102.255,2,2,2
2374,01/24/2019 06,51.15.15.105,2,2,2
2375,01/24/2019 06,54.36.148.69,1,1,1
2376,01/24/2019 06,54.36.148.168,1,0,1
2377,01/24/2019 06,66.249.66.245,28,31,31
2378,01/24/2019 06,17.58.102.94,3,3,3
2379,01/24/2019 06,207.46.13.187,10,10,11
2380,01/24/2019 06,5.160.157.71,2,2,2
2381,01/24/2019 06,2.177.12.191,18,16,15
2382,01/24/2019 06,54.36.149.68,1,1,0
2383,01/24/2019 06,104.194.24.84,1,1,1
2384,01/24/2019 06,91.99.72.66,16,14,16
2385,01/24/2019 06,54.36.148.68,1,1,1
2386,01/24/2019 06,2.185.221.130,1,0,1
2387,01/24/2019 06,54.36.176.255,1,1,1
2388,01/24/2019 06,34.247.132.104,1,1,1
2389,01/24/2019 06,207.46.13.166,7,7,7
2390,01/24/2019 06,54.36.149.114,1,1,1
2391,01/24/2019 07,2.185.221.131,1,1,1
2392,01/24/2019 07,34.247.132.105,1,1,1
2393,01/24/2019 07,2.177.12.192,18,18,15
2394,01/24/2019 07,54.36.148.69,1,1,1
2395,01/24/2019 07,54.36.148.84,1,1,1
2396,01/24/2019 07,157.55.81.255,3,3,3
2397,01/24/2019 07,54.36.149.122,0,0,1
2398,01/24/2019 07,5.62.252.255,1,1,1
2399,01/24/2019 07,54.36.148.169,1,1,1
2400,01/24/2019 07,54.36.148.139,1,1,1
2401,01/24/2019 07,66.249.66.143,19,19,19
2402,01/24/2019 07,17.58.102.95,2,3,3
2403,01/24/2019 07,54.36.148.62,1,1,1
2404,01/24/2019 07,51.15.15.106,1,2,2
2405,01/24/2019 07,207.46.13.156,6,6,6
2406,01/24/2019 07,2.179.141.150,6,6,6
2407,01/24/2019 07,5.112.103.255,2,2,1
2408,01/24/2019 07,89.199.241.255,1,0,1
2409,01/24/2019 07,54.36.148.213,1,1,1
2410,01/24/2019 07,5.78.180.127,1,1,1
2411,01/24/2019 07,5.211.97.91,32,35,34
2412,01/24/2019 07,204.18.243.255,10,10,10
2413,01/24/2019 07,54.36.149.144,1,1,1
2414,01/24/2019 07,91.99.72.67,16,16,13
2415,01/24/2019 07,172.20.2.226,1,1,1
2416,01/24/2019 07,5.78.198.104,16,15,14
2417,01/24/2019 07,207.46.13.167,7,6,7
2418,01/24/2019 07,5.160.157.72,2,2,2
2419,01/24/2019 07,66.249.64.118,1,1,1
2420,01/24/2019 07,54.36.149.87,1,1,1
2421,01/24/2019 07,173.249.54.119,6,6,6
2422,01/24/2019 07,104.194.24.85,1,1,1
2423,01/24/2019 07,54.36.177.255,1,1,1
2424,01/24/2019 07,31.56.96.103,21,22,22
2425,01/24/2019 07,66.111.100.255,32,37,37
2426,01/24/2019 07,54.36.148.70,1,1,1
2427,01/24/2019 07,46.224.77.84,4,3,4
2428,01/24/2019 07,54.36.149.110,1,0,1
2429,01/24/2019 07,5.209.215.255,19,21,21
2430,01/24/2019 07,54.36.149.69,1,1,0
2431,01/24/2019 07,178.253.33.103,5,6,6
2432,01/24/2019 07,54.36.149.93,1,1,1
2433,01/24/2019 07,40.77.167.181,10,9,9
2434,01/24/2019 07,54.36.149.115,1,1,1
2435,01/24/2019 07,207.46.13.188,11,10,11
2436,01/24/2019 07,66.249.66.246,29,29,31
2437,01/24/2019 08,5.78.198.105,16,14,15
2438,01/24/2019 08,204.18.244.255,10,9,8
2439,01/24/2019 08,66.111.101.255,36,35,36
2440,01/24/2019 08,5.78.180.128,0,1,1
2441,01/24/2019 08,157.55.82.255,2,3,3
2442,01/24/2019 08,17.58.102.96,3,3,2
2443,01/24/2019 08,54.36.149.123,0,1,1
2444,01/24/2019 08,31.56.96.104,20,19,21
2445,01/24/2019 08,34.247.132.106,1,1,1
2446,01/24/2019 08,66.249.64.119,1,1,1
2447,01/24/2019 08,2.185.221.132,1,1,1
2448,01/24/2019 08,66.249.66.247,30,30,29
2449,01/24/2019 08,54.36.149.94,1,1,1
2450,01/24/2019 08,172.20.2.227,1,1,1
2451,01/24/2019 08,207.46.13.189,11,11,11
2452,01/24/2019 08,5.112.104.255,2,2,2
2453,01/24/2019 08,54.36.148.63,1,1,1
2454,01/24/2019 08,5.160.157.73,2,2,2
2455,01/24/2019 08,2.179.141.151,6,6,5
2456,01/24/2019 08,54.36.178.255,1,1,1
2457,01/24/2019 08,89.199.242.255,1,1,1
2458,01/24/2019 08,51.15.15.107,2,2,2
2459,01/24/2019 08,54.36.148.140,1,1,1
2460,01/24/2019 08,54.36.148.85,1,1,1
2461,01/24/2019 08,5.211.97.92,34,31,36
2462,01/24/2019 08,5.62.253.255,1,1,1
2463,01/24/2019 08,54.36.148.71,1,1,1
2464,01/24/2019 08,2.177.12.193,18,17,17
2465,01/24/2019 08,54.36.149.111,1,1,1
2466,01/24/2019 08,46.224.77.85,4,3,3
2467,01/24/2019 08,207.46.13.157,6,6,5
2468,01/24/2019 08,54.36.149.88,1,1,1
2469,01/24/2019 08,54.36.148.70,1,1,1
2470,01/24/2019 08,54.36.149.145,1,1,1
2471,01/24/2019 08,178.253.33.104,6,6,6
2472,01/24/2019 08,54.36.149.70,1,1,1
2473,01/24/2019 08,207.46.13.168,7,7,7
2474,01/24/2019 08,91.99.72.68,14,16,14
2475,01/24/2019 08,54.36.148.170,0,1,1
2476,01/24/2019 08,173.249.54.120,6,6,6
2477,01/24/2019 08,104.194.24.86,1,1,1
2478,01/24/2019 08,5.209.216.255,21,21,19
2479,01/24/2019 08,54.36.149.116,1,1,1
2480,01/24/2019 08,54.36.148.214,1,1,1
2481,01/24/2019 08,66.249.66.144,19,18,16
2482,01/24/2019 08,40.77.167.182,8,9,9
2483,01/24/2019 09,54.36.149.95,1,1,1
2484,01/24/2019 09,5.112.105.255,2,2,2
2485,01/24/2019 09,54.36.148.71,1,1,1
2486,01/24/2019 09,5.211.97.93,33,34,34
2487,01/24/2019 09,54.36.149.117,1,1,1
2488,01/24/2019 09,178.253.33.105,6,6,6
2489,01/24/2019 09,89.199.243.255,1,1,1
2490,01/24/2019 09,54.36.148.72,1,1,1
2491,01/24/2019 09,66.249.66.248,28,31,29
2492,01/24/2019 09,46.224.77.86,4,4,4
2493,01/24/2019 09,54.36.148.171,1,1,0
2494,01/24/2019 09,104.194.24.87,1,1,1
2495,01/24/2019 09,5.78.180.129,1,1,1
2496,01/24/2019 09,5.62.254.255,1,1,1
2497,01/24/2019 09,5.78.198.106,16,14,15
2498,01/24/2019 09,172.20.2.228,1,1,1
2499,01/24/2019 09,66.249.64.120,1,1,0
2500,01/24/2019 09,51.15.15.108,2,2,2
2501,01/24/2019 09,2.179.141.152,6,6,6
2502,01/24/2019 09,17.58.102.97,3,3,2
2503,01/24/2019 09,54.36.148.141,1,1,1
2504,01/24/2019 09,207.46.13.190,9,10,9
2505,01/24/2019 09,66.249.66.145,20,19,19
2506,01/24/2019 09,207.46.13.158,6,6,6
2507,01/24/2019 09,54.36.149.146,1,1,1
2508,01/24/2019 09,157.55.83.255,3,1,2
2509,01/24/2019 09,54.36.148.86,1,1,1
2510,01/24/2019 09,54.36.149.124,1,1,1
2511,01/24/2019 09,66.111.102.255,35,37,37
2512,01/24/2019 09,54.36.148.215,1,1,1
2513,01/24/2019 09,54.36.149.89,1,1,1
2514,01/24/2019 09,54.36.179.255,1,1,1
2515,01/24/2019 09,207.46.13.169,7,7,7
2516,01/24/2019 09,40.77.167.183,10,10,9
2517,01/24/2019 09,2.185.221.133,1,1,1
2518,01/24/2019 09,5.160.157.74,2,2,2
2519,01/24/2019 09,204.18.245.255,9,10,9
2520,01/24/2019 09,34.247.132.107,1,1,1
2521,01/24/2019 09,54.36.149.71,1,1,1
2522,01/24/2019 09,173.249.54.121,6,5,6
2523,01/24/2019 09,91.99.72.69,16,15,13
2524,01/24/2019 09,31.56.96.105,19,22,21
2525,01/24/2019 09,5.209.217.255,21,21,20
2526,01/24/2019 09,54.36.148.64,1,1,1
2527,01/24/2019 09,54.36.149.112,1,1,1
2528,01/24/2019 09,2.177.12.194,17,16,18
2529,01/24/2019 10,207.46.13.170,6,7,6
2530,01/24/2019 10,104.194.24.88,1,1,1
2531,01/24/2019 10,54.36.149.72,1,1,1
2532,01/24/2019 10,54.36.148.142,1,1,0
2533,01/24/2019 10,51.15.15.109,2,2,2
2534,01/24/2019 10,5.62.255.255,1,1,1
2535,01/24/2019 10,172.20.2.229,1,1,1
2536,01/24/2019 10,34.247.132.108,1,1,1
2537,01/24/2019 10,40.77.167.184,10,10,10
2538,01/24/2019 10,54.36.149.147,1,1,1
2539,01/24/2019 10,46.224.77.87,4,4,4
2540,01/24/2019 10,31.56.96.106,21,21,20
2541,01/24/2019 10,54.36.148.65,1,1,1
2542,01/24/2019 10,5.211.97.94,33,34,33
2543,01/24/2019 10,54.36.149.113,1,1,1
2544,01/24/2019 10,66.249.64.121,1,1,1
2545,01/24/2019 10,5.78.180.130,1,1,1
2546,01/24/2019 10,2.185.221.134,1,1,1
2547,01/24/2019 10,54.36.180.255,1,1,1
2548,01/24/2019 10,5.78.198.107,15,15,16
2549,01/24/2019 10,5.112.106.255,2,2,2
2550,01/24/2019 10,207.46.13.159,5,5,5
2551,01/24/2019 10,173.249.54.122,6,5,6
2552,01/24/2019 10,17.58.102.98,3,3,3
2553,01/24/2019 10,91.99.72.70,15,16,16
2554,01/24/2019 10,178.253.33.106,6,6,5
2555,01/24/2019 10,54.36.149.90,1,1,1
2556,01/24/2019 10,2.179.141.153,6,6,6
2557,01/24/2019 10,207.46.13.191,11,11,11
2558,01/24/2019 10,2.177.12.195,17,17,18
2559,01/24/2019 10,204.18.246.255,9,10,9
2560,01/24/2019 10,66.249.66.249,30,30,31
2561,01/24/2019 10,54.36.149.118,1,1,1
2562,01/24/2019 10,66.111.103.255,38,37,34
2563,01/24/2019 10,54.36.148.73,1,1,1
2564,01/24/2019 10,54.36.149.96,1,1,1
2565,01/24/2019 10,54.36.148.172,1,1,1
2566,01/24/2019 10,66.249.66.146,20,18,19
2567,01/24/2019 10,54.36.148.216,0,1,1
2568,01/24/2019 10,54.36.149.125,1,1,1
2569,01/24/2019 10,5.160.157.75,1,2,2
2570,01/24/2019 10,89.199.244.255,1,1,1
2571,01/24/2019 10,54.36.148.87,1,1,1
2572,01/24/2019 10,5.209.218.255,19,21,20
2573,01/24/2019 10,157.55.84.255,3,3,3
2574,01/24/2019 10,54.36.148.72,1,1,1
2575,01/24/2019 11,178.253.33.107,6,6,6
2576,01/24/2019 11,66.249.66.250,29,29,30
2577,01/24/2019 11,173.249.54.123,6,6,6
2578,01/24/2019 11,104.194.24.89,1,1,1
2579,01/24/2019 11,89.199.245.255,1,1,1
2580,01/24/2019 11,54.36.148.88,1,1,1
2581,01/24/2019 11,54.36.149.126,1,1,1
2582,01/24/2019 11,204.18.247.255,10,9,10
2583,01/24/2019 11,54.36.149.91,1,1,1
2584,01/24/2019 11,17.58.102.99,3,3,3
2585,01/24/2019 11,54.36.148.143,1,1,1
2586,01/24/2019 11,5.78.198.108,15,16,15
2587,01/24/2019 11,54.36.148.217,1,1,1
2588,01/24/2019 11,5.112.107.255,2,1,2
2589,01/24/2019 11,5.78.180.131,1,1,1
2590,01/24/2019 11,5.160.157.76,2,1,2
2591,01/24/2019 11,207.46.13.192,11,11,11
2592,01/24/2019 11,54.36.149.119,1,1,1
2593,01/24/2019 11,54.36.148.74,1,1,1
2594,01/24/2019 11,66.111.104.255,35,37,34
2595,01/24/2019 11,54.36.148.73,1,1,1
2596,01/24/2019 11,5.63.255.255,1,1,0
2597,01/24/2019 11,172.20.2.230,1,1,1
2598,01/24/2019 11,40.77.167.185,10,9,10
2599,01/24/2019 11,2.179.141.154,6,6,6
2600,01/24/2019 11,54.36.149.73,1,1,1
2601,01/24/2019 11,2.177.12.196,16,17,18
2602,01/24/2019 11,46.224.77.88,4,4,4
2603,01/24/2019 11,66.249.64.122,1,1,1
2604,01/24/2019 11,207.46.13.171,6,5,7
2605,01/24/2019 11,207.46.13.160,6,6,5
2606,01/24/2019 11,5.211.97.95,33,36,34
2607,01/24/2019 11,54.36.149.148,1,1,1
2608,01/24/2019 11,54.36.149.97,1,1,1
2609,01/24/2019 11,157.55.85.255,3,3,3
2610,01/24/2019 11,54.36.149.114,1,0,1
2611,01/24/2019 11,54.36.181.255,1,1,1
2612,01/24/2019 11,66.249.66.147,19,18,19
2613,01/24/2019 11,34.247.132.109,1,1,1
2614,01/24/2019 11,5.209.219.255,21,21,18
2615,01/24/2019 11,31.56.96.107,21,22,21
2616,01/24/2019 11,2.185.221.135,1,1,1
2617,01/24/2019 11,54.36.148.173,1,1,1
2618,01/24/2019 11,91.99.72.71,16,14,16
2619,01/24/2019 11,51.15.15.110,2,1,1
2620,01/24/2019 11,54.36.148.66,1,1,1
2621,01/24/2019 12,54.36.182.255,1,1,1
2622,01/24/2019 12,2.185.221.136,1,1,1
2623,01/24/2019 12,34.247.132.110,1,1,1
2624,01/24/2019 12,2.179.141.155,6,5,4
2625,01/24/2019 12,54.36.149.149,1,1,1
2626,01/24/2019 12,54.36.148.75,1,1,1
2627,01/24/2019 12,54.36.148.74,1,1,1
2628,01/24/2019 12,54.36.148.174,1,1,1
2629,01/24/2019 12,66.249.66.148,20,19,19
2630,01/24/2019 12,54.36.149.74,1,1,1
2631,01/24/2019 12,104.194.24.90,1,1,1
2632,01/24/2019 12,5.112.108.255,2,2,2
2633,01/24/2019 12,5.78.198.109,16,15,14
2634,01/24/2019 12,66.249.64.123,1,1,1
2635,01/24/2019 12,54.36.149.98,1,1,1
2636,01/24/2019 12,17.58.102.100,3,3,3
2637,01/24/2019 12,5.209.220.255,20,18,19
2638,01/24/2019 12,207.46.13.193,11,10,11
2639,01/24/2019 12,46.224.77.89,4,4,4
2640,01/24/2019 12,54.36.148.89,1,1,1
2641,01/24/2019 12,157.55.86.255,3,3,3
2642,01/24/2019 12,54.36.149.127,1,1,0
2643,01/24/2019 12,91.99.72.72,16,16,15
2644,01/24/2019 12,66.249.66.251,31,31,30
2645,01/24/2019 12,207.46.13.172,7,6,7
2646,01/24/2019 12,54.36.149.120,1,1,1
2647,01/24/2019 12,54.36.149.92,1,1,1
2648,01/24/2019 12,31.56.96.108,20,19,21
2649,01/24/2019 12,66.111.105.255,38,36,36
2650,01/24/2019 12,54.36.148.67,1,1,1
2651,01/24/2019 12,5.78.180.132,1,1,1
2652,01/24/2019 12,173.249.54.124,6,6,6
2653,01/24/2019 12,89.199.246.255,1,1,1
2654,01/24/2019 12,207.46.13.161,5,6,6
2655,01/24/2019 12,54.36.148.218,1,0,1
2656,01/24/2019 12,54.36.149.115,1,1,1
2657,01/24/2019 12,5.64.255.255,1,1,1
2658,01/24/2019 12,204.18.248.255,9,8,8
2659,01/24/2019 12,54.36.148.144,0,1,1
2660,01/24/2019 12,172.20.2.231,1,1,1
2661,01/24/2019 12,178.253.33.108,6,6,6
2662,01/24/2019 12,5.160.157.77,2,2,2
2663,01/24/2019 12,40.77.167.186,10,10,9
2664,01/24/2019 12,5.211.97.96,32,35,34
2665,01/24/2019 12,51.15.15.111,2,2,2
